# Gamma Count and Particle Production Probabilities 
# 0.017 gammas per event 
# [ p \ n ] production probability matrix per event 
0.984 0.001 0 0 0 0 0 
0.003 0 0 0 0 0 0 
0.001 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
# Gamma Count and Particle Production Probabilities 
# 0.017 gammas per event 
# [ p \ n ] production probability matrix per event 
0.993 0.001 0 0 0 0 0 
0.003 0 0 0 0 0 0 
0.001 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
# Gamma Count and Particle Production Probabilities 
# 0.017 gammas per event 
# [ p \ n ] production probability matrix per event 
0.993 0.001 0 0 0 0 0 
0.003 0 0 0 0 0 0 
0.001 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
# Gamma Count and Particle Production Probabilities 
# 0.017 gammas per event 
# [ p \ n ] production probability matrix per event 
0.995 0.001 0 0 0 0 0 
0.003 0 0 0 0 0 0 
0.001 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
