# Energy z_(mm) Energy_Dep Net_Charge
5000 0 5.62776e-22 -0.9225
5000 1 8.73671e-25 0.0001
5000 2 8.67705e-25 0.0001
5000 3 1.17989e-24 0.0002
5000 4 4.79601e-24 0.0006
5000 5 8.0102e-25 0.0001
5000 6 3.25074e-24 0.0004
5000 7 1.67482e-24 0.0002
5000 8 4.23255e-24 0.0005
5000 9 5.32657e-25 0.0001
5000 10 6.63902e-25 0.0001
5000 11 8.9761e-25 0.0001
5000 12 8.79803e-25 0.0001
5000 13 8.41874e-25 0.0001
5000 14 1.72034e-24 0.0002
5000 15 8.0895e-25 0.0001
5000 16 1.40057e-24 0.0002
5000 17 1.17011e-24 0.0002
5000 18 6.82969e-25 0.0001
5000 19 2.42034e-24 0.0003
5000 20 1.71542e-24 0.0002
5000 21 3.32539e-24 0.0004
5000 22 0 0
5000 23 1.7194e-24 0.0002
5000 24 8.41897e-25 0.0001
5000 25 8.49492e-25 0.0001
5000 26 2.95927e-24 0.0004
5000 27 1.37058e-24 0.0002
5000 28 1.68832e-24 0.0002
5000 29 0 0
5000 30 3.90373e-24 0.0005
5000 31 2.40024e-24 0.0003
5000 32 1.53748e-24 0.0002
5000 33 8.4269e-25 0.0001
5000 34 2.22487e-24 0.0003
5000 35 7.1926e-24 0.0009
5000 36 1.64038e-24 0.0002
5000 37 1.83878e-24 0.0003
5000 38 1.71489e-24 0.0002
5000 39 1.50326e-24 0.0002
5000 40 2.42905e-24 0.0003
5000 41 1.56302e-24 0.0002
5000 42 2.03401e-24 0.0003
5000 43 7.63554e-25 0.0001
5000 44 2.35476e-24 0.0003
5000 45 2.82377e-24 0.0004
5000 46 1.37006e-24 0.0002
5000 47 3.26919e-24 0.0004
5000 48 0 0
5000 49 2.25052e-24 0.0003
5000 50 3.8505e-24 0.0006
5000 51 3.20973e-24 0.0005
5000 52 2.17189e-24 0.0003
5000 53 8.39523e-25 0.0001
5000 54 1.9266e-24 0.0003
5000 55 8.54971e-25 0.0001
5000 56 3.02996e-24 0.0004
5000 57 0 0
5000 58 2.4117e-24 0.0003
5000 59 3.10667e-24 0.0004
5000 60 4.12998e-24 0.0006
5000 61 6.91531e-25 0.0001
5000 62 1.99521e-24 0.0003
5000 63 3.85859e-24 0.0005
5000 64 3.6539e-24 0.0005
5000 65 1.5105e-24 0.0002
5000 66 3.72711e-24 0.0005
5000 67 2.83222e-24 0.0004
5000 68 4.65248e-24 0.0006
5000 69 0 0
5000 70 6.01463e-24 0.0008
5000 71 3.58752e-24 0.0005
5000 72 3.27664e-24 0.0005
5000 73 7.34697e-25 0.0001
5000 74 6.34006e-25 0.0001
5000 75 3.79324e-24 0.0005
5000 76 0 0
5000 77 4.20422e-24 0.0006
5000 78 3.07254e-24 0.0005
5000 79 5.20615e-25 0.0001
5000 80 1.41315e-24 0.0002
5000 81 1.46417e-24 0.0002
5000 82 1.43371e-24 0.0002
5000 83 3.23768e-24 0.0005
5000 84 1.42452e-24 0.0002
5000 85 2.30546e-24 0.0003
5000 86 1.46134e-24 0.0002
5000 87 6.76225e-25 0.0001
5000 88 4.0384e-24 0.0006
5000 89 3.71608e-24 0.0006
5000 90 2.40947e-24 0.0004
5000 91 9.90434e-25 0.0002
5000 92 1.14626e-24 0.0002
5000 93 3.27381e-24 0.0005
5000 94 7.40872e-25 0.0001
5000 95 3.43265e-24 0.0006
5000 96 2.7504e-24 0.0004
5000 97 3.52774e-24 0.0005
5000 98 2.18115e-24 0.0003
5000 99 3.40272e-24 0.0005
5000 100 2.02008e-24 0.0003
5000 101 1.46687e-24 0.0002
5000 102 5.86038e-24 0.0008
5000 103 1.36405e-24 0.0002
5000 104 1.67231e-24 0.0003
5000 105 3.27798e-24 0.0005
5000 106 3.2148e-24 0.0005
5000 107 0 0
