# Gamma Count and Particle Production Probabilities 
# 0.481 gammas per event 
# [ p \ n ] production probability matrix per event 
0.884 0.0228 0.0403 0.0076 0.0022 0.0035 0.0005 
0.1544 0.0907 0.0673 0.0687 0.0225 0.0114 0.0098 
0.0988 0.0203 0.0221 0.0244 0.0284 0.0134 0.0146 
0.0652 0.0211 0.0215 0.0262 0.0258 0.0281 0.03 
0.0262 0.0084 0.0085 0.01 0.011 0.012 0.0242 
0.0125 0.0069 0.0068 0.007 0.0073 0.0092 0.0252 
0.0054 0.003 0.003 0.003 0.0031 0.0032 0.0191 
