# Gamma Count and Particle Production Probabilities 
# 0.1727 gammas per event 
# [ p \ n ] production probability matrix per event 
0.9792 0.0046 0.0027 0.0003 0 0 0 
0.0569 0.0073 0.0014 0 0 0 0 
0.039 0.0124 0.0013 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
0 0 0 0 0 0 0 
