#  z (mm)   Energy_Dep  Net_Charge
0 3.2e-22 -0.891
1 0 0
2 0 0
3 0 0
4 3.99314e-24 0.001
5 3.88309e-24 0.001
6 0 0
7 0 0
8 4.26811e-24 0.001
9 0 0
10 0 0
11 2.87618e-25 0.001
12 0 0
13 0 0
14 0 0
15 3.65232e-24 0.001
16 0 0
17 0 0
18 3.87721e-24 0.001
19 0 0
20 0 0
21 0 0
22 3.98301e-24 0.001
23 2.67172e-24 0.001
24 7.88619e-24 0.002
25 3.32891e-24 0.001
26 0 0
27 0 0
28 1.16005e-23 0.003
29 3.80347e-24 0.001
30 0 0
31 0 0
32 7.15974e-24 0.003
33 3.75434e-24 0.001
34 7.40645e-24 0.002
35 0 0
36 0 0
37 0 0
38 0 0
39 0 0
40 0 0
41 0 0
42 0 0
43 7.08848e-24 0.002
44 0 0
45 0 0
46 0 0
47 0 0
48 0 0
49 2.62083e-24 0.001
50 7.36345e-24 0.002
51 0 0
52 3.73501e-24 0.001
53 7.16603e-24 0.002
54 0 0
55 3.12663e-24 0.001
56 3.8838e-24 0.001
57 0 0
58 0 0
59 0 0
60 0 0
61 0 0
62 0 0
63 0 0
64 0 0
65 0 0
66 0 0
67 4.01668e-24 0.001
68 6.41875e-24 0.002
69 0 0
70 3.59213e-24 0.001
71 3.73268e-24 0.001
72 0 0
73 0 0
74 0 0
75 0 0
76 0 0
77 0 0
78 0 0
79 0 0
80 0 0
81 3.7057e-24 0.001
82 0 0
83 5.0504e-24 0.002
84 0 0
85 0 0
86 0 0
87 0 0
88 3.32108e-24 0.001
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 2.8406e-24 0.001
95 3.32015e-24 0.001
96 0 0
97 3.38596e-24 0.001
98 0 0
99 0 0
100 0 0
101 0 0
102 3.32577e-24 0.001
103 3.13217e-24 0.001
104 0 0
105 0 0
106 0 0
107 0 0
108 0 0
109 0 0
110 3.30509e-24 0.001
111 0 0
112 3.74898e-24 0.001
113 0 0
114 3.32472e-24 0.001
115 0 0
116 0 0
117 0 0
118 0 0
119 0 0
120 1.24721e-23 0.004
121 2.14577e-24 0.001
122 0 0
123 0 0
124 3.29428e-24 0.001
125 0 0
126 0 0
127 3.13247e-24 0.001
128 0 0
129 0 0
130 0 0
131 3.15516e-24 0.001
132 0 0
133 0 0
134 3.05152e-24 0.001
135 3.13854e-24 0.001
136 0 0
137 2.63903e-24 0.001
138 3.12385e-24 0.001
139 0 0
140 0 0
141 0 0
142 0 0
143 2.91948e-24 0.001
144 0 0
145 0 0
146 3.26437e-24 0.001
147 6.22463e-24 0.002
148 1.85788e-24 0.001
149 0 0
150 2.99714e-24 0.001
151 0 0
152 3.25374e-24 0.001
153 0 0
154 3.5194e-24 0.001
155 3.43007e-24 0.001
156 0 0
157 6.40425e-24 0.002
158 0 0
159 0 0
160 3.15565e-24 0.001
161 0 0
162 2.992e-24 0.001
163 0 0
164 0 0
165 0 0
166 0 0
167 1.46028e-24 0.001
168 0 0
169 2.78528e-24 0.001
170 0 0
171 6.50833e-24 0.002
172 2.92507e-24 0.001
173 2.91697e-24 0.001
174 0 0
175 0 0
176 3.03464e-24 0.001
177 0 0
178 0 0
179 3.0516e-24 0.001
180 2.89387e-24 0.001
181 2.22299e-24 0.001
182 0 0
183 2.90285e-24 0.001
184 0 0
185 8.57899e-24 0.003
186 3.00495e-24 0.001
187 0 0
188 0 0
189 0 0
190 2.7883e-24 0.001
191 2.75412e-24 0.001
192 2.9121e-24 0.001
193 0 0
194 5.45798e-24 0.002
195 0 0
196 2.46371e-24 0.001
197 0 0
198 0 0
199 2.87935e-24 0.001
200 0 0
201 1.96916e-24 0.001
202 3.05637e-24 0.001
203 0 0
204 0 0
205 2.72551e-24 0.001
206 0 0
207 2.52284e-24 0.001
208 0 0
209 3.13424e-24 0.001
210 4.8031e-24 0.002
211 0 0
212 5.35017e-24 0.002
213 0 0
214 7.97808e-24 0.003
215 0 0
216 2.74858e-24 0.001
217 7.33059e-24 0.003
218 2.72102e-24 0.001
219 1.69528e-24 0.001
220 2.67799e-24 0.001
221 5.50988e-24 0.002
222 2.84594e-24 0.001
223 2.7078e-24 0.001
224 0 0
225 0 0
226 2.57643e-24 0.001
227 0 0
228 0 0
229 2.35827e-24 0.001
230 2.64415e-24 0.001
231 0 0
232 8.7784e-24 0.003
233 0 0
234 0 0
235 0 0
236 1.948e-24 0.001
237 0 0
238 0 0
239 0 0
240 2.2369e-25 0.001
241 2.50957e-24 0.001
242 0 0
243 2.25286e-24 0.001
244 2.12543e-24 0.001
245 5.22755e-24 0.002
246 2.5573e-24 0.001
247 2.60598e-24 0.001
248 2.47006e-24 0.001
249 0 0
250 3.09795e-24 0.001
251 2.76359e-24 0.001
252 5.45791e-24 0.002
253 0 0
254 0 0
255 5.1736e-24 0.002
256 0 0
257 0 0
258 2.30928e-24 0.001
259 0 0
260 2.938e-24 0.001
261 3.94092e-24 0.002
262 0 0
263 2.51207e-24 0.001
264 0 0
265 2.6141e-24 0.001
266 4.47651e-24 0.002
267 0 0
268 0 0
269 4.3395e-24 0.002
270 0 0
271 0 0
272 0 0
273 1.90225e-24 0.001
274 2.4514e-24 0.001
275 0 0
276 0 0
277 2.41116e-24 0.001
278 2.36851e-24 0.001
279 0 0
280 3.81033e-24 0.002
281 0 0
282 4.75197e-24 0.002
283 2.35247e-24 0.001
284 0 0
285 0 0
286 4.95932e-24 0.002
287 2.22615e-24 0.001
288 0 0
289 2.36123e-24 0.001
290 2.37397e-24 0.001
291 0 0
292 7.17547e-24 0.003
293 2.76016e-24 0.001
294 2.80461e-24 0.001
295 2.24759e-24 0.001
296 0 0
297 0 0
298 2.37426e-24 0.001
299 2.3138e-24 0.001
300 0 0
301 4.68096e-24 0.002
302 4.95672e-24 0.003
303 7.03032e-24 0.003
304 0 0
305 2.11291e-24 0.001
306 0 0
307 2.52747e-24 0.001
308 2.29207e-24 0.001
309 2.17985e-24 0.001
310 0 0
311 0 0
312 0 0
313 0 0
314 4.38814e-24 0.002
315 4.2062e-24 0.002
316 2.45523e-25 0.001
317 2.17418e-24 0.001
318 2.20778e-24 0.001
319 0 0
320 2.18205e-24 0.001
321 0 0
322 0 0
323 2.03817e-24 0.001
324 0 0
325 4.90441e-24 0.002
326 2.55068e-24 0.001
327 4.25347e-24 0.002
328 2.1488e-24 0.001
329 2.14709e-24 0.001
330 4.80646e-24 0.002
331 4.89761e-24 0.003
332 2.27737e-24 0.001
333 0 0
334 0 0
335 2.13022e-24 0.001
336 1.89993e-24 0.001
337 2.18754e-24 0.001
338 2.32796e-24 0.001
339 2.77198e-24 0.003
340 1.05993e-25 0.001
341 0 0
342 2.71637e-24 0.001
343 4.31336e-24 0.002
344 6.92827e-24 0.003
345 3.67336e-24 0.002
346 0 0
347 2.1332e-24 0.001
348 2.34526e-24 0.001
349 4.27506e-24 0.002
